ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas
761,simple,CADER1,,"CADERNO PROTOCOLO",1,0,visible,,"Caderno para registro e controle de documentos.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CADER1.jpg,,,,,,,,,0,
762,simple,37,,"CARRINHO COLETOR DE 240 LITROS - MARROM",1,0,visible,,"Carrinho para coleta seletiva. Grande capacidade.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/37.jpg,,,,,,,,,0,
763,simple,480,,"DESINFETANTE PET CARE UTIL 2L ORIGINAL",1,0,visible,,"Desinfetante seguro para ambientes com animais.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/480.jpg,,,,,,,,,0,
764,simple,384,,"DETERGENTE MAÇA GUIMARÃES  5 LITROS",1,0,visible,,"Detergente perfumado. Aroma de maçã. Limpeza eficiente.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/384.jpg,,,,,,,,,0,
765,simple,339,,"DETERGENTE NEUTRO 5 LITROS GUIMARÃES",1,0,visible,,"Detergente suave. Indicado para uso profissional.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
766,simple,FITAC1,,"FITA CREPE GRANDE",1,0,visible,,"Fita adesiva para marcações e proteções diversas.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
767,simple,FITAC2,,"FITA CREPE PEQUENA",1,0,visible,,"Ideal para pequenos acabamentos e delimitações.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
768,simple,10.01.0573,,"GEL SANIT. ADESIVO ZAP CLEAN APARELHO CITRUS -38G",1,0,visible,,"Gel sanitário perfumado. Fácil aplicação no vaso.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
769,simple,858,,"LIMPADOR LIMPEZA PESADA UTIL 5L",1,0,visible,,"Remove sujeiras difíceis. Indicado para cozinhas e áreas industriais.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
770,simple,LIMPA27,,"LIMPADOR MULTIUSO UTIL 5 LITROS",1,0,visible,,"Limpeza geral de superfícies. Versátil e eficiente.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
771,simple,1381,,"LIMPEZA PESADA ORIGINAL SANOL 500ML",1,0,visible,,"Limpador potente para sujeiras incrustadas.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
772,simple,58386,,"LIXEIRA PLASTICA C/PEDAL 15L BRANCA - NOBRE",1,0,visible,,"Lixeira com pedal. Evita contato manual. Ideal para banheiros.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
773,simple,58383,,"LIXEIRA PLASTICA C/PEDAL 15L PRETA - NOBRE",1,0,visible,,"Design prático e higiênico para ambientes comerciais ou domésticos.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
774,simple,62667,,"PAPEL HIGIENICO CAI-CAI C/9000fls. 20cm x 10cm (CAIXA FOLHA DUPLA) PREMIUM - NOBRE",1,0,visible,,"Papel interfolhado folha dupla. Alta qualidade e absorção. Ideal para banheiros com grande fluxo.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
775,simple,PINHO1,,"POLIDOR DE METAIS BRASSO",1,0,visible,,"Remove manchas e oxidação. Deixa metais brilhantes e protegidos.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
776,simple,40000,,"REFIL ALGODAO 340G MOP SUL C/CINTA",1,0,visible,,"Refil de algodão para mop. Alta absorção. Com cinta para fixação.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
777,simple,RODO81,,"RODO 80 CM ALUMINIO C/CABO",1,0,visible,,"Rodo largo com cabo. Ideal para áreas extensas.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
778,simple,RODOA1,,"RODO ALUMINIO 100 CM DUPLO C/CABO",1,0,visible,,"Rodo duplo reforçado. Eficiente na remoção de líquidos.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
779,simple,SABAO4,,"SABAO EM BARRA ALIS BLLAU",1,0,visible,,"Sabão em barra multiuso. Lava roupas e superfícies.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SABAO4.jpg,,,,,,,,,0,
780,simple,SABAO6,,"SABAO LIMPA PISO ALLES BLEU",1,0,visible,,"Limpa e perfuma pisos. Alta eficiência.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
781,simple,9877,,"SABONETE LIQUIDO  PLUSH REFIL LAVANDA 2L",1,0,visible,,"Sabonete com fragrância suave de lavanda. Refil econômico.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/9877.jpg,,,,,,,,,0,
782,simple,1719,,"SODA CAUSTICA 1K HIDROXIDO SODIO",1,0,visible,,"Desentupidor químico. Uso profissional. Manusear com cuidado.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
783,simple,VASSO9,,"VASSOURA DE CHÃO ESPECIAL",1,0,visible,,"Cerdas resistentes. Ideal para varrição pesada.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/VASSO9.jpg,,,,,,,,,0,
784,simple,22520,,"BLOCO PARA CAIXA ACOPLADA SUAVE LAR LAVANDA",1,0,visible,,"Perfuma e limpa a descarga. Lavanda refrescante.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/22520.jpg,,,,,,,,,0,
785,simple,600006,,"CLORO 10 KG HTH CONCENTRADO HTH",1,0,visible,,"Cloro para piscina. Alta concentração. Elimina bactérias.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
786,simple,1979,,"DESENGORDURANTE DX-30 5L GUIMARAES",1,0,visible,,"Remove gordura pesada. Uso profissional.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1979.jpg,,,,,,,,,0,
787,simple,2018,,"DESINFETANTE SANOL EXTRATOS NATURAIS CAPIM LIMAO E FOLHAS VERDES 2L",1,0,visible,,"Desinfeta e perfuma. Fragrância natural.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/2018.jpg,,,,,,,,,0,
788,simple,19708,,"JIMO OPEN AIR AERO 300 ML * CX.06 - Lote: 101292",1,0,visible,,"Odorizante em spray. Fragrância refrescante. Uso em ambientes.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/19708.jpg,,,,,,,,,0,
789,simple,512,,"LAVA ROUPA T. DE CARINHO ENZ 3L NOVO",1,0,visible,,"Lava roupas com enzimas. Perfume suave.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/512.jpg,,,,,,,,,0,
790,simple,LIGAO1,,"LIGAÇÃO REPARADORA P/ MANGUEIRA",1,0,visible,,"Conector para emendas ou reparos em mangueiras.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
791,simple,47.15,,"LIMPADOR PERFUMADO LAVANDER SANOL 1L",1,0,visible,,"Limpador com perfume suave. Uso geral.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
792,simple,LIMPA16,,"LIMPA VIDROS PLASTICO BETTANIN FIT",1,0,visible,,"Limpa sem deixar marcas. Ideal para vidros e espelhos.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LIMPA16.jpg,,,,,,,,,0,
793,simple,LUSTR5,,"LUSTRA MOVEIS PEROBA 200ML",1,0,visible,,"Protege e dá brilho. Aroma agradável.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUSTR5.jpg,,,,,,,,,0,
794,simple,MATAM1,,"MATA MATO",1,0,visible,,"Herbicida. Elimina plantas indesejadas em calçadas e jardins.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/MATAM1.jpg,,,,,,,,,0,
795,simple,BT2021,,"NOVICA BALDE PLAST COM ESCORREDOR 9L 1X6 BETTANIN",1,0,visible,,"Balde com escorredor. Ideal para uso doméstico.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BT2021.jpg,,,,,,,,,0,
796,simple,PILHA1,,"PILHA AA COM 2 UNIDADES",1,0,visible,,"Pilha alcalina. Uso em diversos aparelhos.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
797,simple,V229,,"PRESILHA MOP UMIDO PLASTICO",1,0,visible,,"Trava o refil do mop. Encaixe fácil.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/V229.jpg,,,,,,,,,0,
798,simple,SABON2,,"SABONETE LIQUIDO PLUSH ERVA DOCE 2L",1,0,visible,,"Sabonete suave. Fragrância de erva-doce.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SABON2.jpg,,,,,,,,,0,
799,simple,7753,,"SACO LIXO 130L - PRETO C/100 - FORTLIX",1,0,visible,,"Resistente. Ideal para resíduos grandes.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/7753.jpg,,,,,,,,,0,
800,simple,19529,,"SACO LIXO 240L - 3 FORTE - AZUL C/50 - FORTLIX",1,0,visible,,"Alta resistência. Uso industrial.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/19529.jpg,,,,,,,,,0,
801,simple,SACOS2,,"SACOS DE LIXO 30 LITROS",1,0,visible,,"Uso doméstico. Capacidade média.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SACOS2.jpg,,,,,,,,,0,
802,simple,8290938,,"SUPORTE FIXO PMANGUEIRA ATE 35M 78592000 TRAMONTINA",1,0,visible,,"Organiza e protege a mangueira.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/8290938.jpg,,,,,,,,,0,
803,simple,VASSO8,,"VASSOURA DE CHÃO BRAVA COM CABO",1,0,visible,,"Cerdas duras. Para áreas externas.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/VASSO8.jpg,,,,,,,,,0,
804,simple,ALCOO3,,"ALCOOL GEL 5 LITROS ARARAS",1,0,visible,,"Antisséptico para mãos. Alta eficiência.",,,taxable,,1,6,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
805,simple,BALDE9,,"BALDE PRETO REDONDO 12L",1,0,visible,,"Balde resistente. Capacidade intermediária.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BALDE9.jpg,,,,,,,,,0,
806,simple,1556,,"BLOCO PARA CAIXA ACOPLADA SUAVE LAR CITRUS",1,0,visible,,"Perfuma e limpa a descarga. Aroma cítrico.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1556.jpg,,,,,,,,,0,
807,simple,1669,,"BLOCO PARA CAIXA ACOPLADA SUAVE LAR MARINE",1,0,visible,,"Fragrância marítima. Ação contínua.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1669.jpg,,,,,,,,,0,
808,simple,35654,,"BORRIFADOR 500ml. TRANSPARENTE - NOBRE",1,0,visible,,"Pulveriza líquidos. Corpo transparente.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/35654.jpg,,,,,,,,,0,
809,simple,CARRI5,,"CARRINHO DE SUPERMERCADO 140 LITROS",1,0,visible,,"Carrinho médio. Ideal para lojas.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CARRI5.jpg,,,,,,,,,0,
810,simple,2160,,"DESENGORDURANTE SANOL SQUEEZE 500ML",1,0,visible,,"Remove gordura com praticidade.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/2160.jpg,,,,,,,,,0,
811,simple,484,,"DESINFETANTE PET CARE UTIL 2L FLORAL",1,0,visible,,"Desinfetante para ambientes com pets.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/484.jpg,,,,,,,,,0,
812,simple,1764,,"DETERGENTE LIQUIDO LIMPOL NEUTRO  CRISTAL  500ML",1,0,visible,,"Detergente suave. Não agride as mãos.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1764.jpg,,,,,,,,,0,
813,simple,4501,,"LIMPA CARPETES E ESTOFADOS SANOL 500ML",1,0,visible,,"Limpa tecidos com eficiência.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/4501.jpg,,,,,,,,,0,
814,simple,LIMPA21,,"LIMPADOR COM BRILHO UTIL 5L",1,0,visible,,"Deixa superfícies brilhando. Uso geral.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LIMPA21.jpg,,,,,,,,,0,
815,simple,1061241,,"LUVA LATEX DIVERSA P",1,0,visible,,"Luva pequena. Proteção em serviços leves.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1061241.jpg,,,,,,,,,0,
816,simple,PANOM2,,"PANO MICROFIBRA 35X 35 COM 3 UN BETTANIN",1,0,visible,,"Alta absorção. Não solta fiapos.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PANOM2.jpg,,,,,,,,,0,
817,simple,7142,,"PAPEL HIG.FOLHA SIMPLES 60M BRANCO VIOLETA - PCT C/4UN",1,0,visible,,"Papel folha simples. Uso residencial.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
818,simple,61028,,"PAPEL HIGIENICO 10 X 30 VIRGEM FOLHA DUPLA C/16 NOBRE SENSE",1,0,visible,,"Folha dupla. Toque macio.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/61028.jpg,,,,,,,,,0,
819,simple,10.02.0786,,"REFIL BOM AR SECAR CHARM AUTO LAVANDA PARIS 269  ML EDICAO ESPECIAL",1,0,visible,,"Refil de odorizador. Lavanda refinada.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
820,simple,REFIL10,,"REFIL MOP ESFREGAO BETTANIN",1,0,visible,,"Refil de esfregão. Alta durabilidade.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REFIL10.jpg,,,,,,,,,0,
821,simple,1079,,"SABONETE LIQUIDO LEBEN  JASMIM",1,0,visible,,"Sabonete perfumado. Aroma floral suave.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
822,simple,7758,,"SACO LIXO 130L - AZUL C/100",1,0,visible,,"Grande capacidade. Ideal para uso intenso.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/7758.jpg,,,,,,,,,0,
823,simple,SANOL2,,"SANOL INTENSE 2LTRS",1,0,visible,,"Limpador perfumado. Alta intensidade aromática.",,,taxable,,1,7,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
824,simple,487,,"AGUA SANITARIA UTIL 1L",1,0,visible,,"Desinfetante versátil. Clareia, alveja e elimina germes.",,,taxable,,1,8,,0,0,,,,,0,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/487.jpg,,,,,,,,,0,
825,simple,600018,,"CLORO PASTILHA 200G ORGANICO ASTRALPOOL",1,0,visible,,"Tratamento contínuo de piscina. Pastilha lenta.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
826,simple,378,,"DESINFETANTE MARINE GUIMARAES 5 LITROS",1,0,visible,,"Desinfeta e perfuma ambientes. Aroma marítimo.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/378.jpg,,,,,,,,,0,
827,simple,60327,,"DISPENSER P/ PAPEL TOALHA 1/3D. BRANCO NEW CLASSIC - NOBRE",1,0,visible,,"Dispenser elegante e funcional. Ideal para papel interfolha.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/60327.jpg,,,,,,,,,0,
828,simple,9017,,"LIMPA INOX SANOL 500ML",1,0,visible,,"Remove manchas e renova brilho de inox.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/9017.jpg,,,,,,,,,0,
829,simple,951,,"LIMPA PISOS FLORAL REFLEX 05L ALQUIMIS",1,0,visible,,"Perfuma e limpa pisos. Aroma floral.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/951.jpg,,,,,,,,,0,
830,simple,1987,,"LIMPA PORCELANATO E CERAMICA  5L GUIMARAES",1,0,visible,,"Limpa profundamente porcelanatos e cerâmicas.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1987.jpg,,,,,,,,,0,
831,simple,LUVAA1,,"LUVA ANTIESTÁTICA",1,0,visible,,"Evita descarga elétrica. Ideal para eletrônicos.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAA1.jpg,,,,,,,,,0,
832,simple,60564,,"LUVA DE BORRACHA/LATEX TOP P AMARELA CA 41506 - NOBRE",1,0,visible,,"Proteção contra produtos químicos e abrasivos.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/60564.jpg,,,,,,,,,0,
833,simple,7414269,,"LUVA LATEX DIVERSA G",1,0,visible,,"Luva de látex para proteção geral.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/7414269.jpg,,,,,,,,,0,
834,simple,1061243,,"LUVA LATEX LARANJA G MAX ORANGE-XG DANNY",1,0,visible,,"Luva robusta com alta resistência.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1061243.jpg,,,,,,,,,0,
835,simple,PADEL1,,"PA DE LIXO C/ CABO - BETTANIN",1,0,visible,,"Recolhe resíduos com praticidade.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PADEL1.jpg,,,,,,,,,0,
836,simple,POSTI1,,"POST-IT MEDIO",1,0,visible,,"Notas adesivas para recados e lembretes.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/POSTI1.jpg,,,,,,,,,0,
837,simple,REFIL6,,"REFIL VASSOURA GAUCHINHA",1,0,visible,,"Refil para vassoura. Cerdas resistentes.",,,taxable,,1,8,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REFIL6.jpg,,,,,,,,,0,
838,simple,ACUCA1,,"AÇUCAR REFINADO",1,0,visible,,"Açúcar branco fino. Uso culinário.",,,taxable,,0,0,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
839,simple,AJAX51,,"AJAX 3.8l FRESH LIMAO",1,0,visible,,"Limpador perfumado com aroma cítrico.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/AJAX51.jpg,,,,,,,,,0,
840,simple,ASPIR1,,"ASPIRADOR 3 RODAS C/ ESCOVA NETUNO",1,0,visible,,"Aspirador com escova. Ideal para piscinas.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ASPIR1.jpg,,,,,,,,,0,
841,simple,CAFEM1,,"CAFÉ MELLITA 500 GRAMAS TRADICIONAL",1,0,visible,,"Café moído. Sabor encorpado.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CAFEM1.jpg,,,,,,,,,0,
842,simple,CLORO13,,"CLORO PARA PISCINA EM PASTILHA  PACE",1,0,visible,,"Tratamento prolongado da água. Pastilha sólida.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CLORO13.jpg,,,,,,,,,0,
843,simple,COPOS4,,"COPOS DESCARTAVEIS  80 ML",1,0,visible,,"Copos plásticos para bebidas pequenas.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/COPOS4.jpg,,,,,,,,,0,
844,simple,13528,,"DESINFETANTE ALQUIMIS CONCENTRADO TALCO 05L",1,0,visible,,"Aroma talco. Limpa e perfuma.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
845,simple,DESIN7,,"DESINFETANTE UTIL 5L PINHO",1,0,visible,,"Desinfetante com aroma de pinho.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/DESIN7.jpg,,,,,,,,,0,
846,simple,925,,"DETERGENTE DESENGORDURANTE CONC UTIL 5L",1,0,visible,,"Remove gorduras. Alta concentração.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
847,simple,ESPAN1,,"ESPANADOR DE PÓ DE PENA",1,0,visible,,"Remove poeira sem espalhar. Uso doméstico.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ESPAN1.jpg,,,,,,,,,0,
848,simple,38501,,"FIBRA P/LIMPEZA VERDE 102X260MM (PESADA, PCT C/10UNID.) K6024- NOBRE",1,0,visible,,"Para limpeza pesada. Alta abrasividade.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/38501.jpg,,,,,,,,,0,
849,simple,4729,,"LIMPADOR PERFUMADO SANOL EXTRATOS NATURAIS GENGIBRE E SANDALO 1L",1,0,visible,,"Fragrância intensa. Limpeza eficiente.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/4729.jpg,,,,,,,,,0,
850,simple,1061242,,"LUVA LATEX DIVERSA M",1,0,visible,,"Proteção média. Uso geral.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1061242.jpg,,,,,,,,,0,
851,simple,LUVAL2,,"LUVA- LIMPEZA AMARELA MULTIUSO T-G BETTANIN",1,0,visible,,"Luva reforçada para tarefas domésticas.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAL2.jpg,,,,,,,,,0,
852,simple,LUVAM2,,"LUVA - MB LIFE - MULTIUSO M",1,0,visible,,"Luva confortável e reutilizável.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAM2.jpg,,,,,,,,,0,
853,simple,MASCA2,,"MASCARA DESCARTAVEL",1,0,visible,,"Máscara para proteção respiratória básica.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/MASCA2.jpg,,,,,,,,,0,
854,simple,10.02.0787,,"REFIL BOM AR SECAR  CHARM AUTO REFIL ALECRIM SICILIA  269ML EDICAO ESPECIAL",1,0,visible,,"Odorizante sofisticado. Aroma exclusivo.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
855,simple,60811,,"SABONETE LIQUIDO GLICERINADO REFIL 800 ML  ROMA E MAÇA - NOBRE",1,0,visible,,"Hidrata e perfuma suavemente.",,,taxable,,1,9,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/60811.jpg,,,,,,,,,0,
856,simple,1225,,"ALCOOL GEL 70 CLARITY 500ML",1,0,visible,,"Higienizador de mãos. Pronto uso.",,,taxable,,1,7,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1225.jpg,,,,,,,,,0,
857,simple,ASPIR2,,"ASPIRADOR ASA DELTA NETUNO",1,0,visible,,"Aspirador de fundo para piscinas.",,,taxable,,1,10,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ASPIR2.jpg,,,,,,,,,0,
